# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 10 00:23:08 2026
#
# User ID:         aniketambasth
#
# User preference: archive defaults*
#
# CONSTRAINT:  where (soltype like '%Published Confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-445 b,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,2.98415735780,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3143.00,0.300604,0.277306,,,4.925040,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2019-04-16,2019-03,2019-04-18
Kepler-445 b,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.56400000,0.13953073,,,,,17.6570,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3157.00,0.305000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2018-09-04,2018-10,2018-09-06
Kepler-445 b,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,2.98416640000,,1.74000000,0.15523240,,,,0.020000,,,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,,3219.00,0.347000,0.334000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2017-05-28,2017-06,2017-05-25
Kepler-445 b,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,,0.57600000,0.05138728,,,,,7.0430,,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,3157.00,0.187000,0.159000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2016-02-10,2013-12,2016-02-11
Kepler-445 b,Kepler-445,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,2.98415100000,,1.58000000,0.14000000,,,,0.000000,,,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3157.00,0.210000,0.180000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2025-05-19,2015-03,2025-05-19
Kepler-445 c,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,2.64900000,0.23632795,,,,,9.1770,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3157.00,0.305000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2018-09-04,2018-10,2018-09-06
Kepler-445 c,Kepler-445,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,4.87122900000,,2.51000000,0.22000000,,,,0.000000,,,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3157.00,0.210000,0.180000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2025-05-19,2015-03,2025-05-19
Kepler-445 c,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,,0.83500000,0.07449371,,,,,3.6640,,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,3157.00,0.187000,0.159000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2016-02-10,2013-12,2016-02-11
Kepler-445 c,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.87122221500,,4.60000000,0.41038451,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3369.00,0.420000,0.430000,0.4800,[Fe/H],4.830000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2016-05-06,2016-05,2016-05-10
Kepler-445 c,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,4.87122714000,,2.72000000,0.24266215,,,,0.010000,,,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,,3219.00,0.347000,0.334000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2017-05-28,2017-06,2017-05-25
Kepler-445 c,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,4.87122933000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3143.00,0.300604,0.277306,,,4.925040,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2016-07-26,2016-07,2016-07-28
Kepler-445 d,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,8.15272856000,,1.33000000,0.11865465,,,,0.010000,,,0,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,,3219.00,0.347000,0.334000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2017-05-28,2017-06,2017-05-25
Kepler-445 d,Kepler-445,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,8.15275000000,,1.25000000,0.11000000,,,,0.000000,,,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3157.00,0.210000,0.180000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2025-05-19,2015-03,2025-05-19
Kepler-445 d,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,3.94700000,0.35212775,,,,,4.3140,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3157.00,0.305000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2018-09-04,2018-10,2018-09-06
Kepler-445 d,Kepler-445,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.15275885000,,5.37000000,0.47907931,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3369.00,0.420000,0.430000,0.4800,[Fe/H],4.830000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m56.72s,298.7363395,+46d29m56.84s,46.4991236,127.20100000,18.1900000,12.6100000,16.7157000,2016-05-06,2016-05,2016-05-10
Kepler-446 b,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,1.56541637000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,0.218498,0.187619,,,5.032450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-07-26,2016-07,2016-07-28
Kepler-446 b,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,,8.48800000,0.75724864,,,,,35.3280,,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,3359.00,0.288000,0.270000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-02-10,2013-12,2016-02-11
Kepler-446 b,Kepler-446,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,1.56540900000,,1.50000000,0.13000000,,,,0.000000,,,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.00,0.240000,0.220000,-0.3000,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2015-01-14,2015-03,2015-01-14
Kepler-446 b,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.56541221640,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,0.218498,0.187619,,,5.032450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2019-04-16,2019-03,2019-04-18
Kepler-446 b,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.56541284700,,2.16000000,0.19270229,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3446.00,0.380000,0.400000,0.1000,[Fe/H],4.870000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-05-06,2016-05,2016-05-10
Kepler-446 b,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.14700000,0.10232849,,,,,16.2130,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3359.00,0.217000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2018-09-04,2018-10,2018-09-06
Kepler-446 c,Kepler-446,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,3.03617900000,,1.11000000,0.10000000,,,,0.000000,,,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.00,0.240000,0.220000,-0.3000,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2015-01-14,2015-03,2015-01-14
Kepler-446 c,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,3.03620572490,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,0.218498,0.187619,,,5.032450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2019-04-16,2019-03,2019-04-18
Kepler-446 c,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,0.92700000,0.08270140,,,,,6.7050,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3359.00,0.217000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2018-09-04,2018-10,2018-09-06
Kepler-446 c,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.03621679000,,1.74000000,0.15523240,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3446.00,0.380000,0.400000,0.1000,[Fe/H],4.870000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-05-06,2016-05,2016-05-10
Kepler-446 c,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,3.03621550000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,0.218498,0.187619,,,5.032450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-07-26,2016-07,2016-07-28
Kepler-446 d,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.14892890000,,1.99000000,0.17753591,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3446.00,0.380000,0.400000,0.1000,[Fe/H],4.870000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-05-06,2016-05,2016-05-10
Kepler-446 d,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,5.14893065520,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,0.218498,0.187619,,,5.032450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2019-04-16,2019-03,2019-04-18
Kepler-446 d,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,5.14892826000,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3386.00,0.218498,0.187619,,,5.032450,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-07-26,2016-07,2016-07-28
Kepler-446 d,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.14000000,0.10170399,,,,,3.3070,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,3359.00,0.217000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2018-09-04,2018-10,2018-09-06
Kepler-446 d,Kepler-446,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,5.14892100000,,1.35000000,0.12000000,,,,0.000000,,,0,<a refstr=MUIRHEAD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...801...18M/abstract target=ref>Muirhead et al. 2015</a>,M4,3359.00,0.240000,0.220000,-0.3000,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2015-01-14,2015-03,2015-01-14
Kepler-446 d,Kepler-446,0,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,,8.48800000,0.75724864,,,,,7.2210,,0,<a refstr=MANN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779..188M/abstract target=ref>Mann et al. 2013</a>,,3359.00,0.288000,0.270000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m00.03s,282.2501047,+44d55m15.61s,44.9210020,96.33900000,17.5041000,12.8270000,16.3101000,2016-02-10,2013-12,2016-02-11
